GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,TAXON CONCEPT ID,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,EXOTIC CODE,OBSERVATION COUNT,BREEDING CODE,BREEDING CATEGORY,BEHAVIOR CODE,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,OBSERVER ORCID ID,SAMPLING EVENT IDENTIFIER,OBSERVATION TYPE,PROTOCOL NAME,PROTOCOL CODE,PROJECT NAMES,PROJECT IDENTIFIERS,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,CHECKLIST COMMENTS,SPECIES COMMENTS
,2025-10-13 00:48:42.362867,,,,bird_3,,,,,3.0,,,,,United States,US,Alaska,US-AK,Copper River Census Area,US-AK-066,,,,,,,,63.0557955,-145.7650566,2023-06-29,07:29:00,,,,Traveling,Traveling,,,,162.0,2.77,,1.0,1,,,1,0,,,
,2025-10-13 00:48:12.649532,,,,bird_3,,,,,1.0,,,,,United States,US,Alaska,US-AK,Copper River Census Area,US-AK-066,,,,,,,,63.0557955,-145.7650566,2023-06-26,11:00:00,,,,Traveling,Traveling,,,,120.0,4.828,,1.0,1,,,1,0,,,
,2025-10-09 02:08:39.212227,,,,bird_3,,,,,1.0,,,,,United States,US,Alaska,US-AK,Fairbanks North Star Borough,US-AK-090,,,,,,,,64.7966492,-147.7180481,2023-06-17,11:22:00,,,,Traveling,Traveling,,,,207.0,5.23,,3.0,1,,,1,0,,,
,2025-10-09 02:09:00.731427,,,,bird_3,,,,,1.0,,,,,United States,US,Alaska,US-AK,Fairbanks North Star Borough,US-AK-090,,,,,,,,64.7966492,-147.7180481,2023-06-18,09:31:00,,,,Traveling,Traveling,,,,65.0,0.039,,3.0,1,,,1,0,,,
,2025-10-09 02:09:00.619824,,,,bird_3,,,,,1.0,,,,,United States,US,Alaska,US-AK,Fairbanks North Star Borough,US-AK-090,,,,,,,,64.7966492,-147.7180481,2023-06-18,09:31:00,,,,Traveling,Traveling,,,,65.0,0.039,,3.0,1,,,1,0,,,
,2025-09-05 09:54:58.192817,,,,bird_3,,,,,1.0,,,,,United States,US,Alaska,US-AK,Fairbanks North Star Borough,US-AK-090,,,,,,,,64.86305,-147.7381727,2023-06-15,16:55:00,,,,Traveling,Traveling,,,,10.0,0.284,,1.0,1,,,1,0,,,
,2025-10-09 02:08:59.212192,,,,bird_3,,,,,1.0,,,,,United States,US,Alaska,US-AK,Fairbanks North Star Borough,US-AK-090,,,,,,,,64.7966492,-147.7180481,2023-06-18,09:40:00,,,,Traveling,Traveling,,,,57.0,1.646,,3.0,1,,,1,0,,,
,2025-05-21 22:04:14.363445,,,,bird_3,,,,,2.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.8468224,-166.0983662,2023-06-24,09:42:00,,,,Traveling,Traveling,,,,151.0,3.0,,4.0,1,,,1,0,,,
,2025-05-21 22:04:58.240552,,,,bird_3,,,,,2.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.7183857,-165.9225655,2023-06-21,12:59:00,,,,Traveling,Traveling,,,,35.0,1.0,,5.0,1,,,1,0,,,
,2024-10-24 16:54:12.095135,,,,bird_3,,,,,1.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.857844,-166.119461,2023-06-14,09:32:00,,,,Traveling,Traveling,,,,56.0,6.0,,8.0,1,,,1,0,,,
,2025-09-05 05:23:39.106619,,,,bird_3,,,,,1.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.8781873,-166.1485969,2023-06-17,11:35:00,,,,Traveling,Traveling,,,,7.0,0.075,,1.0,1,,,1,0,,,
,2025-09-04 10:11:50.045874,,,,bird_3,,,,,2.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.8468224,-166.0983662,2023-06-21,09:54:00,,,,Traveling,Traveling,,,,133.0,3.163,,4.0,1,,,1,0,,,
,2025-09-04 14:12:10.983015,,,,bird_3,,,,,5.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.849109,-166.016685,2023-06-30,08:21:00,,,,Traveling,Traveling,,,,204.0,8.158,,5.0,1,,,1,0,,,
,2024-10-24 16:53:59.552985,,,,bird_3,,,,,1.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.857844,-166.119461,2023-06-14,09:32:00,,,,Traveling,Traveling,,,,56.0,6.0,,8.0,1,,,1,0,,,
,2025-05-21 22:15:55.781428,,,,bird_3,,,,,2.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.5585058,-164.4438634,2023-06-21,19:21:00,,,,Traveling,Traveling,,,,45.0,1.0,,3.0,1,,,1,0,,,
,2025-10-13 00:48:41.937063,,,,bird_3,,,,,3.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,65.2765291,-164.7896854,2023-06-28,11:06:00,,,,Traveling,Traveling,,,,130.0,3.178,,3.0,1,,,1,0,,,
,2025-05-21 22:04:58.240552,,,,bird_3,,,,,2.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.7183857,-165.9225655,2023-06-21,12:59:00,,,,Traveling,Traveling,,,,35.0,1.0,,5.0,1,,,1,0,,,
,2025-09-04 14:12:10.983015,,,,bird_3,,,,,1.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.849109,-166.016685,2023-06-27,17:35:00,,,,Traveling,Traveling,,,,135.0,3.99,,1.0,1,,,1,0,,,
,2025-09-04 13:44:50.764138,,,,bird_3,,,,,5.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.849109,-166.016685,2023-06-30,08:21:00,,,,Traveling,Traveling,,,,204.0,8.158,,5.0,1,,,1,0,,,
,2025-05-21 22:15:55.781428,,,,bird_3,,,,,2.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.5585058,-164.4438634,2023-06-21,19:21:00,,,,Traveling,Traveling,,,,45.0,1.0,,3.0,1,,,1,0,,,
,2025-05-21 22:04:14.363445,,,,bird_3,,,,,2.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.8468224,-166.0983662,2023-06-26,17:06:00,,,,Traveling,Traveling,,,,138.0,2.5,,1.0,1,,,1,0,,,
,2025-10-13 00:48:41.886109,,,,bird_3,,,,,3.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,65.2765291,-164.7896854,2023-06-28,11:06:00,,,,Traveling,Traveling,,,,130.0,3.178,,3.0,1,,,1,0,,,
,2025-09-05 07:42:26.888451,,,,bird_3,,,,,1.0,,,,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.8781873,-166.1485969,2023-06-17,11:35:00,,,,Traveling,Traveling,,,,7.0,0.075,,1.0,1,,,1,0,,,
,2025-10-09 02:13:11.677417,,,,bird_3,,,,,2.0,ON,C4,ON,,United States,US,Alaska,US-AK,Nome Census Area,US-AK-180,,,,,,,,64.641677,-164.360973,2023-06-27,12:00:00,,,,Traveling,Traveling,,,,36.0,0.612,,3.0,1,,,1,0,,,
